"ID","Type","SKU","Name","Published","Is featured?","Visibility in catalog","Short description","Description","Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?","Stock","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price","Categories","Tags","Shipping class","Images","Download limit","Download expiry days","Parent","Grouped products","Upsells","Cross-sells","External URL","Button text","Position","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global"
,"variable","DRX-JERSEY-HOME","26 S2 AUTHENTIC T-SHIRT HOME (WHITE)",1,1,"visible","Áo thi đấu chính thức sân nhà DRX mùa giải 2026. Chất liệu cao cấp thoáng khí co giãn 4 chiều. [ALLOW_CUSTOM_ID]","Áo thi đấu chính thức sân nhà DRX mùa giải 2026. [ALLOW_CUSTOM_ID] Đặt hàng và nhập tên in áo đấu của bạn.",,,"taxable",,1,100,0,0,0.25,30,25,3,1,,,"72.24","UNIFORM > Áo Đấu, RELEASE",,, "https://teamdrx.vercel.app/thumbnail/20260727/aa447560a8495.png, https://teamdrx.vercel.app/thumbnail/20241118/0fe66740473f9.png",,,,,,,,0,"Size","S, M, L, XL, 2XL, 3XL",1,1,"Color","White",1,1
,"variable","DRX-JERSEY-AWAY","26 S2 AUTHENTIC T-SHIRT AWAY (NAVY)",1,1,"visible","Áo thi đấu chính thức sân khách DRX mùa giải 2026 tông màu Navy thanh lịch. [ALLOW_CUSTOM_ID]","Áo thi đấu chính thức sân khách DRX mùa giải 2026. [ALLOW_CUSTOM_ID] Có thể tùy chọn in tên tuyển thủ hoặc tên cá nhân.",,,"taxable",,1,80,0,0,0.25,30,25,3,1,,,"72.24","UNIFORM > Áo Đấu",,, "https://teamdrx.vercel.app/thumbnail/20260727/aa447560a8495.png",,,,,,,,0,"Size","S, M, L, XL, 2XL",1,1,"Color","Navy",1,1
,"variable","DRX-JACKET-2026","26 S2 AUTHENTIC WINDBREAKER JACKET",1,1,"visible","Áo khoác gió thi đấu DRX 2026 chống nước nhẹ, thiết kế phong cách Cyberpunk Esports.","Áo khoác gió thi đấu DRX 2026 cao cấp với khóa kéo YKK và logo phản quang.",,,"taxable",,1,50,0,0,0.45,35,28,5,1,,,"115.00","UNIFORM, RELEASE",,, "https://teamdrx.vercel.app/thumbnail/20260727/aa447560a8495.png",,,,,,,,0,"Size","M, L, XL, 2XL",1,1,"Color","Navy/White",1,1
,"variable","DRX-PANTS-2026","26 S2 AUTHENTIC TRACK PANTS",1,0,"visible","Quần nỉ thể thao thi đấu DRX 2026 phom dáng suông thể thao năng động.","Quần thi đấu chính hãng DRX mang lại cảm giác thoải mái tối đa cho tuyển thủ.",,,"taxable",,1,40,0,0,0.40,32,25,4,1,,,"85.00","UNIFORM",,, "https://teamdrx.vercel.app/thumbnail/20260727/aa447560a8495.png",,,,,,,,0,"Size","M, L, XL",1,1,"Color","Navy",1,1
,"variable","DRX-HOODIE-BLK","DRX 2026 OFFICIAL HOODIE (BLACK)",1,1,"visible","Áo nỉ có mũ phong cách đường phố DRX chất vải cotton 100% dày dặn.","Áo nỉ hoodie DRX màu đen huyền bí với họa tiết Rồng xanh phát sáng trong đêm.",,,"taxable",,1,65,0,0,0.60,35,30,6,1,,,"92.00","RELEASE",,, "https://teamdrx.vercel.app/thumbnail/20260727/aa447560a8495.png",,,,,,,,0,"Size","M, L, XL, 2XL",1,1,"Color","Black",1,1
,"variable","DRX-TEE-OVERSIZED","DRX 2026 OVERSIZED GRAPHIC TEE",1,0,"visible","Áo phông phom rộng phong cách streetwear năng động mang biểu tượng DRX.","Áo phông oversized với hình in rồng công nghệ cao không bong tróc.",,,"taxable",,1,120,0,0,0.22,30,22,2,1,,,"45.00","RELEASE",,, "https://teamdrx.vercel.app/thumbnail/20260727/aa447560a8495.png",,,,,,,,0,"Size","S, M, L, XL",1,1,"Color","Black, White",1,1
,"variable","DRX-BOMBER-CHAMP","DRX CHAMPIONS BOMBER JACKET",1,1,"visible","Áo khoác bomber kỷ niệm vô địch với lớp lót satin và thêu họa tiết rồng tinh xảo.","Phiên bản giới hạn áo bomber kỷ niệm chiếc cúp vô địch thế giới của DRX.",,,"taxable",,1,30,0,0,0.70,36,30,8,1,,,"135.00","RELEASE",,, "https://teamdrx.vercel.app/thumbnail/20260727/aa447560a8495.png",,,,,,,,0,"Size","M, L, XL",1,1,"Color","Black/Cyan",1,1
,"variable","DRX-PUMA-JERSEY","DRX X PUMA LIMITED EDITION JERSEY",1,1,"visible","Bộ sưu tập hợp tác đặc biệt giữa DRX và PUMA. [ALLOW_CUSTOM_ID]","Sự kết hợp hoàn hảo giữa thời trang thể thao thế giới và tinh thần Esports DRX. [ALLOW_CUSTOM_ID]",,,"taxable",,1,45,0,0,0.25,30,25,3,1,,,"99.00","COLABORATION, UNIFORM",,, "https://teamdrx.vercel.app/thumbnail/20260727/aa447560a8495.png",,,,,,,,0,"Size","S, M, L, XL",1,1,"Color","Blue/White",1,1
,"simple","DRX-PAD-PRO","DRX X STEELSERIES GAMING MOUSEPAD",1,1,"visible","Lót chuột thi đấu bề mặt vải Micro-woven siêu mượt kích thước 900x400mm.","Lót chuột bàn làm việc cỡ lớn DRX giúp kiểm soát chuột chuẩn xác từng pixel.",,,"taxable",,1,150,0,0,0.50,45,10,10,1,,,"38.00","TEAM-KIT",,, "https://teamdrx.vercel.app/thumbnail/20260727/aa447560a8495.png",,,,,,,,0,"","","","","","",""
,"simple","DRX-CAP-SNAPBACK","DRX LOGO SNAPBACK CAP",1,0,"visible","Nón snapback thêu logo rồng DRX 3D nổi bật viền xanh Electric.","Nón kết cao cấp có thể điều chỉnh kích cỡ linh hoạt phía sau.",,,"taxable",,1,75,0,0,0.15,20,20,12,1,,,"32.00","TEAM-KIT",,, "https://teamdrx.vercel.app/thumbnail/20260727/aa447560a8495.png",,,,,,,,0,"","","","","","",""
,"variable","DRX-SLEEVE-PAIR","DRX ESPORTS PRO ARM SLEEVE (PAIR)",1,0,"visible","Găng tay ống tay thi đấu chống mỏi cổ tay và trơn trượt trên bàn di chuột.","Cặp ống tay nén cơ thể thao chuyên nghiệp dùng cho tuyển thủ thi đấu dài giờ.",,,"taxable",,1,90,0,0,0.10,25,12,2,1,,,"25.00","TEAM-KIT",,, "https://teamdrx.vercel.app/thumbnail/20260727/aa447560a8495.png",,,,,,,,0,"Size","M, L",1,1,"Color","Black",1,1
,"simple","DRX-KEYCHAIN-SET","DRX 2026 VALORANT ROSTER KEYCHAIN SET",1,0,"visible","Bộ móc khóa acrylic in hình chibi các tuyển thủ đội hình Valorant DRX 2026.","Móc khóa kỷ niệm chibi cực đáng yêu dành cho fan hâm mộ VCT.",,,"taxable",,1,200,0,0,0.08,10,10,2,1,,,"18.00","TEAM-KIT",,, "https://teamdrx.vercel.app/thumbnail/20260727/aa447560a8495.png",,,,,,,,0,"","","","","","",""
,"simple","DRX-STAND-CHEN","DRX ROSTER ACRYLIC STAND",1,0,"visible","Mô hình standee acrylic tuyển thủ đứng để bàn làm việc có đèn LED nhỏ.","Standee trong suốt độ nét cao thể hiện dáng đứng chiến thắng của tuyển thủ.",,,"taxable",,1,110,0,0,0.12,15,10,2,1,,,"22.00","TEAM-KIT",,, "https://teamdrx.vercel.app/thumbnail/20260727/aa447560a8495.png",,,,,,,,0,"","","","","","",""
,"simple","DRX-TUMBLER-750","DRX UNBREAKABLE DRAGON TUMBLER 750ML",1,0,"visible","Bình giữ nhiệt inox 304 hai lớp giữ nóng 12h giữ lạnh 24h khắc laser logo DRX.","Bình giữ nhiệt thể thao chống rỉ cao cấp dung tích 750ml.",,,"taxable",,1,85,0,0,0.38,28,8,8,1,,,"28.00","TEAM-KIT",,, "https://teamdrx.vercel.app/thumbnail/20260727/aa447560a8495.png",,,,,,,,0,"","","","","","",""
,"simple","DRX-LOGI-MOUSE","DRX X LOGITECH G PRO WIRELESS DRX EDITION",1,1,"visible","Chuột chơi game không dây siêu nhẹ cảm biến HERO 25K phiên bản giới hạn DRX Cyan.","Chuột không dây số 1 thế giới được các tuyển thủ DRX sử dụng tại các giải đấu LCK.",,,"taxable",,1,25,0,0,0.30,18,12,6,1,,,"149.00","COLABORATION",,, "https://teamdrx.vercel.app/thumbnail/20260727/aa447560a8495.png",,,,,,,,0,"","","","","","",""
,"simple","DRX-LOGI-KEYBOARD","DRX X LOGITECH MECHANICAL KEYBOARD",1,1,"visible","Bàn phím cơ Tenkeyless switch GX Blue Clicky thiết kế tông màu trắng xanh DRX.","Bàn phím cơ thi đấu chuyên nghiệp với hành trình phím cực nhanh và đèn nền RGB LIGHTSYNC.",,,"taxable",,1,20,0,0,1.10,40,18,5,1,,,"169.00","COLABORATION",,, "https://teamdrx.vercel.app/thumbnail/20260727/aa447560a8495.png",,,,,,,,0,"","","","","","",""
,"simple","DRX-BACKPACK-PRO","DRX PRO GAMING BACKPACK",1,0,"visible","Balo đa năng có ngăn chống sốc laptop 17 inch và ngăn chứa bàn phím tai nghe riêng biệt.","Balo chống nước bền bỉ phong cách hiện đại cho game thủ di chuyển.",,,"taxable",,1,35,0,0,0.95,48,32,15,1,,,"89.00","TEAM-KIT",,, "https://teamdrx.vercel.app/thumbnail/20260727/aa447560a8495.png",,,,,,,,0,"","","","","","",""
,"simple","DRX-LIGHTSTICK-V2","DRX LIGHTSTICK V2 ESPORTS EDITION",1,1,"visible","Gậy cổ vũ đổi màu bluetooth đồng bộ tại sân vận động thi đấu giải LCK.","Gậy cổ vũ chính thức của fandom DRX thắp sáng khán đài với ánh sáng xanh kiêu hãnh.",,,"taxable",,1,100,0,0,0.35,26,10,10,1,,,"45.00","RELEASE",,, "https://teamdrx.vercel.app/thumbnail/20260727/aa447560a8495.png",,,,,,,,0,"","","","","","",""
